x,y,z
0.3325312236041255,0.48738482998727056,0.7172914422647378
0.34623985334890334,0.5347660877788399,0.48702953026623613
0.2748244527993096,0.3467986203074948,0.5907934825614327
0.7136742195009704,0.36177938722906483,0.6079806126628067
0.6318292800942289,0.729730195802691,0.7049917873849629
0.3470855716936217,0.552559573732038,0.49381851848871217
0.3623743087637443,0.5248033439746583,0.49781900502884224
0.6111643061119941,0.7422235950519993,0.6768034467874426
0.31218064389129385,0.533100359437152,0.5129046196511532
0.6533443188801747,0.7457430915431426,0.697950558187061
0.29303959750716474,0.3709598115870633,0.6149306202002565
0.6279683470917327,0.750263285351253,0.695765172560535
0.3494298446037228,0.5194732601829787,0.4829811674452133
0.6114659979272002,0.7255077512317633,0.6893611517619423
0.3164774291749266,0.5076251212255797,0.7209497206857601
0.32446643661120905,0.4626864651090019,0.7517620903457028
0.709468130996954,0.32518252269359604,0.5897807448908686
0.21395999991970419,0.34733302925194387,0.5628406760865449
0.3125144565163779,0.4950178074142001,0.7153948509304662
0.6830045198465449,0.3426368023673987,0.5921858381870361
0.3472634106858,0.5325510890939031,0.49717559987571386
0.32618702940362615,0.5645812865493184,0.4787928229313896
0.3362129411064747,0.522512044785773,0.7175007037482615
0.3647313820407619,0.5767642046007488,0.4754773694332764
0.34241811509422915,0.4701877592426459,0.7179973997639396
0.6457617961832438,0.7235721227489766,0.7089386222099932
0.6016317212030216,0.7094139226963025,0.6955898705146578
0.5952708184163987,0.7059806132700134,0.7514855708081111
0.3070200610657448,0.5102124221684694,0.6950146959678289
0.3109045858223507,0.57114231056535,0.4603353533569178
0.36655574039662636,0.4992707322121986,0.4625096014750621
0.7196644516930453,0.3454371362367079,0.5890518180367759
0.6572872532382299,0.7466090629469939,0.7060880547858635
0.6251280973041736,0.7408232021203416,0.7476728217123249
0.33083525358430926,0.5007061463855087,0.6994675380328242
0.24139180642539448,0.36520211115025086,0.6012459852238733
0.31762799847362505,0.5507082454198585,0.45867826214807694
0.6979361976245124,0.37086260774013247,0.5927186607976883
0.6694735612908185,0.34793281227301054,0.6546975659642799
0.34612513719692467,0.5047217379482775,0.7118635655286991
0.6308465647529407,0.7213663185992607,0.6812477372347017
0.37718602201051843,0.5172897956048601,0.48175493824428134
0.7006615470295954,0.3708707902506081,0.6097130769723497
0.23747553472510474,0.4077980939486779,0.5783907783344434
0.25767320797887966,0.33152158965144435,0.5842015337912458
0.6287959867647196,0.7914480136501454,0.6948968374744892
0.25466363850706514,0.5682180061418607,0.44685574736508793
0.6200078743334032,0.7188498134804504,0.69788014206575
0.3360875049677784,0.4578280523174516,0.729372097716675
0.669590746074261,0.7608979656101329,0.6946732450938299
0.6215826691584588,0.7423443341426155,0.6783022897904895
0.6455406968705847,0.6838670932754309,0.6621613695546443
0.6188989059214063,0.7071647765639865,0.6867829718691619
0.3066629246725845,0.5013747093119423,0.7027678342918241
0.3630828811202146,0.5357238333927098,0.4587774245736743
0.6345770078107141,0.760209746863092,0.6916618494033706
0.3437030891283382,0.4651904426521423,0.7226439931396968
0.23741513717565277,0.32449441472451507,0.6453172305245711
0.3455583099543552,0.5832909696301745,0.49120176027767004
0.6505604806834078,0.7048305060646144,0.7063053894525526
0.25971051465027784,0.3803391426502594,0.5455894445868392
0.2630953358544048,0.3291172653134571,0.5978112771067622
0.3482294780122544,0.5375106677589959,0.5098463804787599
0.3550987064713622,0.46102277657944185,0.7333483090402491
0.32625617898023174,0.525815601140998,0.7323395897538026
0.2537632754384014,0.3093538499934738,0.6196725475305954
0.3417566494857388,0.5231041506947486,0.4952907200734839
0.33572714552507454,0.5288626512149822,0.5086832013632853
0.32633803182520205,0.4676422345964843,0.7126460154743084
0.34594441909254325,0.4138824478264596,0.7512607230226592
0.3494094530867099,0.5023205524318579,0.7300540750280192
0.2921497930092342,0.336548475160168,0.5737813839364098
0.7270200831717065,0.3484262529878255,0.6130454576386992
0.33240741986984385,0.49405694790671745,0.7334318844671911
0.34483711121133,0.4755983238912923,0.4646980382225426
0.28957931592331965,0.3442955617652994,0.5454675660568867
0.36812010662101863,0.4897131582460255,0.7106329564351492
0.3484255406393149,0.5188074867575018,0.4582097749019495
0.3329396918860688,0.4845256249874682,0.6937332641590246
0.29836656976996095,0.5020886135988601,0.7137844426151007
0.3564306417359399,0.5395543898856227,0.4764892661859017
0.32298333271071905,0.5086657706762154,0.7578367842999081
0.623792803278656,0.7276849105876723,0.7066348308595161
0.3192789843256605,0.31512274603131574,0.5757700627149428
0.3738318582217406,0.5337615073192906,0.4856958951935122
0.3187267276862927,0.535195374731671,0.7122955353844365
0.3127547128372562,0.5670423425891555,0.44738966604928554
0.2987088024553422,0.4544555481939103,0.7420178847911093
0.6308321775770622,0.7401748941274876,0.6713424113461073
0.3724059872897584,0.48772066176421824,0.4850971937304157
0.3345619765869639,0.5500173688654204,0.4758675021854413
0.34467101237407893,0.4506492233955838,0.7136349383297277
0.7158909332515713,0.39377256917892345,0.5881219131723923
0.3326952024187151,0.5396240779301689,0.49049357432563107
0.3300353701596356,0.5091159316195943,0.7366538143905819
0.32587846696766165,0.5132990559966271,0.6861500284053691
0.7506082862359906,0.39705313893417454,0.5857287995313689
0.28522505473246607,0.2998955719932696,0.5794150461422978
0.30658639019980094,0.34258577026074427,0.6129320536105609
0.35096646117743746,0.5349279907375049,0.7213538195309553
0.6239586237271627,0.7376289015308648,0.7128144792859449
0.35649059682188966,0.521283079387472,0.4836285762633531
0.2297593425417348,0.338901606614937,0.6000117995300007
0.7498699168569911,0.34423772158395755,0.6228104287775956
0.30244651668704703,0.5812761229534352,0.47842019760655435
